transcription,phoneme_sentence,audio_path
nuair a bhíonn tú ar saoire i do thír dhúchais bíonn an t-am agat cineál a dhéanamh ort féin agus cúpla nóiméad a thógáil chun rud éigin speisialta a tharraingt,ˈn̻ˠuːɾʲ|ə|ˈvʲiːn̻ˠ|ˈt̪ˠuː|ˈeɾʲ|ˈsˠiːɾʲə|ˈi|ˈd̪ˠə|ˈhʲiɾʲ|ˈɣuːhəʃ|ˈbʲiːn̻ˠ|ˈən̻ˠ|ˈt̪ˠaːmˠ|ˈəɡət̪ˠ|ˈcinʲal̻ˠ|ə|ˈjeːn̻ˠuː|ˈoɾˠt̪ˠ|ˈheːnʲ|ˈəɡəsˠ|ˈkəpˠl̻ˠə|ˈn̻ˠoːmʲed̪ˠ|ə|ˈhoːɡalʲ|ˈxun̻ˠ|ˈɾˠud̪ˠ|ˈeːɟənʲ|ˈsˠpʲeʃial̻ˠt̪ˠə|ə|ˈhaɾˠənʲtʲ,train/12002783560424353958.wav
inseoidh cuid leanaí scéal duit má íocann tú cúpla pingin as,ˌin̻ʲˈʃoː|ˈkidʲ|ˈl̻ʲan̻ˠiː|ˈʃceːl̻ˠ|ˈd̪ˠitʲ|ˈmˠa|iːkən̻ˠ|ˈt̪ˠuː|ˈkəpˠl̻ˠə|ˈpʲiːnʲ|ˈasˠ,train/12003001535928494801.wav
i ngach cás ní mór duit áirithint a dhéanamh ar an bhfón go díreach leis an aerlíne,ˈi|ˈŋah|ˈkaːsˠ|ˈn̻ʲiː|ˈmˠoːɾˠ|ˈd̪ˠitʲ|ˈaːɾʲəhənʲtʲ|ə|ˈjeːn̻ˠuː|ˈeɾʲ|ˈən̻ˠ|vˠoːn̻ˠ|ˈɡə|ˈdʲiːɾʲah|ˈlʲiʃ|ˈən̻ˠ|ˈeːɾˠˈl̻ʲiːnʲə,train/12016708582419630548.wav
ní mór do thurasóirí atá ag pleanáil máinliacht athshannta gnéis thar lear a chinntiú go bhfuil cáipéisí bailí á n-iompar acu don turas abhaile,ˈn̻ʲiː|ˈmˠoːɾˠ|ˈd̪ˠə|huɾˠəsˠoːɾʲiː|əˈt̪ˠaː|ˈeɟ|ˈpʲlʲan̻ˠalʲ|ˈmˠaːnʲlʲiaxt̪ˠ|[UNK]|ˈɟnʲeːʃ|ˈhaɾˠ|ˈl̻ʲaɾˠ|ə|çin̻ʲtʲuː|ˈɡə|ˈvˠilʲ|ˈkaːpʲeːʃiː|ˈbˠalʲiː|aː|ˈn̻ˠimˠpˠəɾˠ|ˈakuː|ˈd̪ˠon̻ˠ|ˈt̪ˠuɾˠəsˠ|əˈvˠalʲə,train/1202459490531650636.wav
nuair a d'imigh na cairr a bhí chun tosaigh ar alonso isteach le haghaidh breosla faoin gcarr séidaireachta ghluais sé chun tosaigh ar an ngrúpa agus bhuaigh sé,ˈn̻ˠuːɾʲ|ə|ˈdʲimʲiː|ˈn̻ˠə|ˈkaɾʲ|ə|ˈvʲiː|ˈxun̻ˠ|ˈt̪ˠosˠiː|ˈeɾʲ|[UNK]|iʃˈtʲah|ˈlʲe|ˈheːj|ˈbʲɾʲoːsˠl̻ˠə|ˈfˠinʲ|ɡaɾˠ|[UNK]|ɣl̻ˠuaʃ|ˈʃeː|ˈxun̻ˠ|ˈt̪ˠosˠiː|ˈeɾʲ|ˈən̻ˠ|ŋɾˠuːpˠə|ˈəɡəsˠ|ˈvˠuaiː|ˈʃeː,train/12026461253034243359.wav
fuarthas amach trí ​thaighde go bhfuil sé a dhá oiread níos dóchúla go mbeidh ms ag baineannaigh seachas ag fireannaigh,ˈfˠuaɾˠhəsˠ|əˈmˠah|ˈtʲɾʲiː|[UNK]|ˈɡə|ˈvˠilʲ|ˈʃeː|ə|ˈɣaː|ˈeɾʲəd̪ˠ|ˈnʲiːsˠ|d̪ˠoːhuːl̻ˠə|ˈɡə|ˈmˠeː|[UNK]|ˈeɟ|bˠanʲən̻ˠiː|ˈʃahəsˠ|ˈeɟ|fʲiɾʲən̻ˠiː,train/12030515423125134492.wav
bhí an cur chuige maidir le faisnéis a fháil difriúil ní raibh brú níos mó ar an gcuimhne aonair ach díríodh ina áit sin ar an gcumas téacs a thabhairt chun cuimhne,ˈvʲiː|ˈən̻ˠ|ˈkuɾˠ|ˈhiɟə|ˈmˠadʲəɾʲ|ˈlʲe|ˈfˠaʃnʲeʃ|ə|ˈaːlʲ|ˈdʲifʲɾʲulʲ|ˈn̻ʲiː|ˈɾˠoːvˠ|ˈbˠɾˠuː|ˈnʲiːsˠ|ˈmˠoː|ˈeɾʲ|ˈən̻ˠ|ɡivʲnʲə|ˈeːˈn̻ˠeɾʲ|ˈah|dʲiːɾʲiːuː|ˈin̻ˠə|ˈaːtʲ|ˈʃinʲ|ˈeɾʲ|ˈən̻ˠ|ɡumˠəsˠ|ˈtʲeːksˠ|ə|ˈhoːɾʲtʲ|ˈxun̻ˠ|ˈkivʲnʲə,train/12037663710657835068.wav
ar an láimh eile is é méid an uisce a bheith chomh mór sin a chuirfidh bac ar do radharc ar an eas féin-an t-uisce go léir is cúis leis,ˈeɾʲ|ˈən̻ˠ|ˈl̻ˠaːvʲ|ˈelʲə|ˈisˠ|ˈeː|ˈmʲeːdʲ|ˈən̻ˠ|ˈiʃcə|ə|ˈvʲehʲ|ˈxoː|ˈmˠoːɾˠ|ˈʃinʲ|ə|xiɾ̥ʲiː|ˈbˠak|ˈeɾʲ|ˈd̪ˠə|ˈɾˠauɾˠk|ˈeɾʲ|ˈən̻ˠ|ˈasˠ|[UNK]|ˈt̪ˠiʃcə|ˈɡə|ˈl̻ʲeːɾʲ|ˈisˠ|ˈkuːʃ|ˈlʲiʃ,train/12048682176026355356.wav
an mhí seo caite bhí an tubaiste aeir is measa le blianta ag an iaráin nuair a thuairteáil eitleán a bhí ag dul i dtreo na hairméine ag marú an 168 a bhí ar bord,ˈən̻ˠ|ˈvʲiː|ˈʃo|ˈkatʲə|ˈvʲiː|ˈən̻ˠ|ˈt̪ˠubˠəʃtʲə|ˈeːɾʲ|ˈisˠ|ˈmʲasˠə|ˈlʲe|ˈbʲlʲian̻ˠt̪ˠə|ˈeɟ|ˈən̻ˠ|[UNK]|ˈn̻ˠuːɾʲ|ə|huaɾˠtʲalʲ|ˈetʲəlʲan̻ˠ|ə|ˈvʲiː|ˈeɟ|ˈd̪ˠul̻ˠ|ˈi|ˈdʲɾʲoː|ˈn̻ˠə|[UNK]|ˈeɟ|ˈmˠaɾˠuː|ˈən̻ˠ|[UNK]|ə|ˈvʲiː|ˈeɾʲ|ˈbˠoːɾˠd̪ˠ,train/12061416250577801225.wav
is féidir airgead a shábháil trí léarscáileanna nua a cheannach le haghaidh gps nó feiste gps aonair nó ceann a fháil ar cíos ó chuideachta carr,ˈisˠ|ˈfʲeːdʲəɾʲ|ˈaɾʲəɟəd̪ˠ|ə|haːvˠalʲ|ˈtʲɾʲiː|lʲeːɾˠsˠkaːlʲən̻ˠə|ˈn̻ˠua|ə|ˈçan̻ˠah|ˈlʲe|ˈheːj|[UNK]|ˈn̻ˠoː|fʲeʃtʲə|[UNK]|ˈeːˈn̻ˠeɾʲ|ˈn̻ˠoː|ˈcin̻ˠ|ə|ˈaːlʲ|ˈeɾʲ|ˈciːsˠ|ˈoː|xidʲəɾˠt̪ˠə|ˈkaːɾˠ,train/12066423733393541376.wav
bhí an bus ag déanamh ar six flags st louis i missouri le go seinnfeadh an banna do shlua ag ceolchoirm a bhí díolta amach,ˈvʲiː|ˈən̻ˠ|ˈbˠasˠ|ˈeɟ|ˈdʲeːn̻ˠuː|ˈeɾʲ|[UNK]|[UNK]|[UNK]|[UNK]|ˈi|[UNK]|ˈlʲe|ˈɡə|ʃen̻̊ʲuː|ˈən̻ˠ|ˈbˠan̻ˠə|ˈd̪ˠə|ˈhl̻ˠua|ˈeɟ|ˈcoːl̻ˠˈxoɾʲəmʲ|ə|ˈvʲiː|dʲiːl̻ˠt̪ˠə|əˈmˠah,train/1206817272620442134.wav
níor shiúil a réamhtheachtaí an australopithecus ceann in airde chomh minic céanna,ˈn̻ʲiːɾˠ|ˈhʲuːlʲ|ə|ˈɾˠeːvˠˈhʲaxt̪ˠiː|ˈən̻ˠ|[UNK]|ˈcin̻ˠ|ˈinʲ|aɾˠdʲə|ˈxoː|ˈmʲinʲic|ˈceːɾˠn̻ˠə,train/12073124790114011323.wav
le páiste a uchtú cuireann na tuismitheoirí breithe deireadh lena gcearta tuismitheoirí ionas go bhféadfaidh lánúin eile a bheith ina dtuismitheoirí den linbh,ˈlʲe|ˈpˠaːʃtʲə|ə|ˈuxt̪ˠuː|kiɾʲən̻ˠ|ˈn̻ˠə|ˈt̪ˠiʃmʲəhoɾʲiː|bʲɾʲaiçə|ˈdʲeɾʲuː|ˈlʲen̻ˠə|ɟaɾˠt̪ˠə|ˈt̪ˠiʃmʲəhoɾʲiː|ˈin̻ˠəsˠ|ˈɡə|vʲeːt̪ˠiː|ˈl̻ˠaːn̻ˠunʲ|ˈelʲə|ə|ˈvʲehʲ|ˈin̻ˠə|d̪ˠiʃmʲihʲoːɾʲiː|ˈdʲənʲ|ˈl̻ʲinʲəvʲ,train/12074518204505966147.wav
go hiondúil ní bhíonn galair thógálacha iad féin nó ainmhithe contúirteacha gur féidir leo daoine a ghortú nó a mharú le fórsa rangaithe mar lotnaidí,ˈɡə|hʲin̻ˠd̪ˠulʲ|ˈn̻ʲiː|ˈvʲiːn̻ˠ|ɡal̻ˠəɾʲ|[UNK]|ˈiad̪ˠ|ˈheːnʲ|ˈn̻ˠoː|ˈanʲəmʲˈhihʲə|kon̻ˠt̪ˠuːɾˠtʲahə|ˈɡəɾˠ|ˈfʲeːdʲəɾʲ|ˈlʲoː|ˈd̪ˠiːnʲiː|ə|ɣaɾˠt̪ˠuː|ˈn̻ˠoː|ə|vˠaɾˠuː|ˈlʲe|ˈfˠoːɾˠsˠə|ˈɾˠaŋəhə|mˠaɾˠ|l̻ˠat̪ˠn̻ˠədʲiː,train/12077611705865116272.wav
toisc go dtreoraítear glaonna tríd an idirlíon ní gá duit úsáid a bhaint as comhlacht teileafóin atá lonnaithe i d'áit chónaithe nó mar a dtaistealaíonn tú,ˈt̪ˠoʃc|ˈɡə|[UNK]|ˈɡl̻ˠiːn̻ˠə|ˈtʲɾʲiːdʲ|ˈən̻ˠ|ˈidʲəɾʲˈl̻ʲiːn̻ˠ|ˈn̻ʲiː|ˈɡaː|ˈd̪ˠitʲ|ˈuːsˠadʲ|ə|ˈvˠanʲtʲ|ˈasˠ|ˈkoːl̻ˠaxt̪ˠ|ˈtʲelʲəˈfˠoːnʲ|əˈt̪ˠaː|ˈl̻ˠon̻ˠihʲə|ˈi|d̪ˠaːtʲ|ˈxoːn̻ˠəhə|ˈn̻ˠoː|mˠaɾˠ|ə|d̪ˠaʃtʲəl̻ˠian̻ˠ|ˈt̪ˠuː,train/12082006810148414488.wav
tá ocht déag faoin gcéad de mhuintir veiniséala dífhostaithe agus oibríonn formhór na ndaoine atá fostaithe sa gheilleagar neamhfhoirmiúil,ˈt̪ˠaː|ˈaxt̪ˠ|ˈdʲeːɡ|ˈfˠinʲ|ɟeːd̪ˠ|ˈd̪ˠe|ˈvˠitʲiɾʲ|[UNK]|ˈdʲiːəsˠt̪ˠəhə|ˈəɡəsˠ|obʲɾʲiːn̻ˠ|ˈfˠoɾˠvˠoɾˠ|ˈn̻ˠə|ˈn̻ˠiːnʲi|əˈt̪ˠaː|ˈfˠoˈsˠt̪ˠahə|ˈsˠə|jel̻ʲəɡəɾˠ|ˈn̻ʲaˈvˠoɾʲəmʲulʲ,train/12082465631398943170.wav
is é an míbhuntáiste a bhaineann le lionsaí súmála ná go bhfuil castacht fhócasach agus líon na n-eilimintí lionsa atá riachtanach chun raon fad fócasach a bhaint amach i bhfad níos mó ná i gcás lionsaí príomha,ˈisˠ|ˈeː|ˈən̻ˠ|ˈmʲiːvˠun̻ˠt̪ˠaʃtʲə|ə|vˠanʲən̻ˠ|ˈlʲe|lʲin̻ˠsˠiː|sˠuːmˠaːl̻ˠə|ˈn̻ˠaː|ˈɡə|ˈvˠilʲ|ˈkasˠt̪ˠaxt̪ˠ|[UNK]|ˈəɡəsˠ|ˈl̻ʲiːn̻ˠ|ˈn̻ˠə|[UNK]|ˈl̻ʲin̻ˠsˠə|əˈt̪ˠaː|ˈɾˠiaxt̪ˠən̻ˠah|ˈxun̻ˠ|ˈɾˠiːn̻ˠ|ˈfˠad̪ˠ|fˠoːkəsˠah|ə|ˈvˠanʲtʲ|əˈmˠah|ˈi|ˈvˠad̪ˠ|ˈnʲiːsˠ|ˈmˠoː|ˈn̻ˠaː|ˈi|ɡaːsˠ|lʲin̻ˠsˠiː|ˈpʲɾʲiːvˠə,train/12093264069674222424.wav
"i ndiaidh an rása is é keselowski atá chun tosaigh i gcraobhchomórtas na dtiománaithe le 2,250 pointe",ˈi|ˈn̻ʲeːj|ˈən̻ˠ|ˈɾˠaːsˠə|ˈisˠ|ˈeː|[UNK]|əˈt̪ˠaː|ˈxun̻ˠ|ˈt̪ˠosˠiː|ˈi|ɡɾˠiːvˠhəmˠoːɾˠt̪ˠəsˠ|ˈn̻ˠə|dʲimˠaːn̻ˠiː|ˈlʲe|[UNK]|ˈpˠon̻ʲtʲə,train/12094697137993007379.wav
rinneadh dhá bhíoma solais a shocrú ionas go ndíríonn siad ar an spéir thar oíche,ˈɾˠin̻ʲuː|ˈɣaː|vʲiːmˠə|ˈsˠoˈl̻ˠaʃ|ə|ˈhokɾˠuː|ˈin̻ˠəsˠ|ˈɡə|nʲiːɾʲiːn̻ˠ|ˈʃiːd̪ˠ|ˈeɾʲ|ˈən̻ˠ|ˈsˠpʲeːɾʲ|ˈhaɾˠ|ˈiːhʲə,train/12107167070365928932.wav
tá costas mór ar chuairteanna turasóireachta is gá a bheith corpacmhainneach chucu ní féidir iad a dhéanamh ach amháin sa samhradh idir samhain agus feabhra agus is ar an leithinis sna hoileáin agus ar muir rois go príomha a dhéantar iad,ˈt̪ˠaː|ˈkosˠt̪ˠəsˠ|ˈmˠoːɾˠ|ˈeɾʲ|xuaɾˠtʲən̻ˠə|t̪ˠuɾˠəsˠoːɾʲəɾˠt̪ˠə|ˈisˠ|ˈɡaː|ə|ˈvʲehʲ|kaɾˠpˠəkvˠən̻ʲah|ˈhokuː|ˈn̻ʲiː|ˈfʲeːdʲəɾʲ|ˈiad̪ˠ|ə|ˈjeːn̻ˠuː|ˈah|əˈvˠaːnʲ|ˈsˠə|ˈsˠauɾˠuː|ˈidʲəɾʲ|[UNK]|ˈəɡəsˠ|[UNK]|ˈəɡəsˠ|ˈisˠ|ˈeɾʲ|ˈən̻ˠ|ˈl̻ʲaihʲinʲəʃ|ˈsˠn̻ˠə|[UNK]|ˈəɡəsˠ|ˈeɾʲ|ˈmˠiɾʲ|ˈɾˠoʃ|ˈɡə|ˈpʲɾʲiːvˠə|ə|jeːn̻ˠt̪ˠəɾˠ|ˈiad̪ˠ,train/1211230635829186803.wav
is cabhair é an caidreamh seo nuair a bhíonn saoráidí bóthair á bpleanáil á ndearadh agus á n-oibriú,ˈisˠ|ˈkoːɾʲ|ˈeː|ˈən̻ˠ|ˈkadʲɾʲuː|ˈʃo|ˈn̻ˠuːɾʲ|ə|ˈvʲiːn̻ˠ|ˈsˠiːˈɾˠaːdʲiː|ˈbˠoːhəɾʲ|aː|bʲlʲan̻ˠalʲ|aː|nʲaɾˠuː|ˈəɡəsˠ|aː|n̻ˠobʲɾʲuː,train/12117078701562589381.wav
is é an sphinx an cúlra agus an scéalaí sa scéal fada,ˈisˠ|ˈeː|ˈən̻ˠ|[UNK]|ˈən̻ˠ|ˈkuːl̻ˠɾˠə|ˈəɡəsˠ|ˈən̻ˠ|ˈʃceːl̻ˠiː|ˈsˠə|ˈʃceːl̻ˠ|ˈfˠad̪ˠə,train/12123280414437966885.wav
go gairid ina dhiaidh sin d'fhoilsigh the atlanta journal-constitution tuarascáil inar nochtadh fadhbanna le torthaí trialacha,ˈɡə|ˈɡaɾʲədʲ|ˈin̻ˠə|ˈjeːj|ˈʃinʲ|d̪ˠolʲʃiː|hʲe|[UNK]|[UNK]|ˈt̪ˠuaɾˠəsˠkalʲ|inʲəɾˠ|ˈn̻ˠaxt̪ˠuː|ˈfˠad̪ˠˈhbˠan̻ˠə|ˈlʲe|ˈt̪ˠoːɾˠhiː|tʲɾʲial̻ˠahə,train/12129607996909336539.wav
bhí treibh eile ar oileáin chatham freisin ba iad seo na maori a chuaigh ar imirce ón nua-shéalainn,ˈvʲiː|ˈtʲɾʲevʲ|ˈelʲə|ˈeɾʲ|ˈolʲaːnʲ|[UNK]|ˈfʲɾʲeʃənʲ|ˈbˠə|ˈiad̪ˠ|ˈʃo|ˈn̻ˠə|[UNK]|ə|ˈxuaj|ˈeɾʲ|ˈimʲəɾʲcə|ˈoːn̻ˠ|[UNK],train/12132691053195122217.wav
is féidir táirgí a cheannach de réir mar is gá ach is beag tionchar más tionchar ar bith é a bheidh ag a bhformhór ar fheidhmíocht,ˈisˠ|ˈfʲeːdʲəɾʲ|ˈt̪ˠaːɾʲɟiː|ə|ˈçan̻ˠah|ˈd̪ˠe|ˈɾˠeːɾʲ|mˠaɾˠ|ˈisˠ|ˈɡaː|ˈah|ˈisˠ|ˈbʲoɡ|ˈtʲon̻ˠəhəɾˠ|ˈmˠaːsˠ|ˈtʲon̻ˠəhəɾˠ|ˈeɾʲ|ˈbʲiː|ˈeː|ə|vʲeː|ˈeɟ|ə|vˠaɾˠəvˠoɾˠ|ˈeɾʲ|[UNK],train/12132990717559037071.wav
éilíonn roinnt rialtas go mbeidh cuairteoirí a thagann isteach nó áitritheoirí a imíonn vacsaínithe in aghaidh raon galar,eːlʲiːn̻ˠ|ˈɾˠon̻ʲtʲ|ˈɾˠial̻ˠt̪ˠəsˠ|ˈɡə|ˈmˠeː|ˈkuˑəɾˠtʲoɾʲiː|ə|ˈhaɡən̻ˠ|iʃˈtʲah|ˈn̻ˠoː|aːtʲɾʲihʲoːɾʲiː|ə|imʲiːn̻ˠ|ˈvˠaksˠiːnʲəhə|ˈinʲ|ˈeːj|ˈɾˠiːn̻ˠ|ɡal̻ˠəɾˠ,train/12133632705723504248.wav
tá cultúr na hoibre sa tseapáin níos ordlathaí agus níos foirmiúla ná an rud a bheadh na hiartharaigh i dtaithí air,ˈt̪ˠaː|ˈkul̻ˠt̪ˠuɾˠ|ˈn̻ˠə|hobʲɾʲə|ˈsˠə|[UNK]|ˈnʲiːsˠ|[UNK]|ˈəɡəsˠ|ˈnʲiːsˠ|fˠoɾʲəmʲuːl̻ˠə|ˈn̻ˠaː|ˈən̻ˠ|ˈɾˠud̪ˠ|ə|ˈvʲeuː|ˈn̻ˠə|[UNK]|ˈi|d̪ˠaiçiː|ˈeɾʲ,train/12139489103149097037.wav
tá formhór mór na bhforbairtí uirbeacha ar oileán hong cong tógtha ar mhullach a chéile ar thalamh athghafa feadh an chósta thoir,ˈt̪ˠaː|ˈfˠoɾˠvˠoɾˠ|ˈmˠoːɾˠ|ˈn̻ˠə|vˠaɾˠəbˠəɾˠtʲiː|iɾʲəbʲahə|ˈeɾʲ|ˈolʲan̻ˠ|[UNK]|[UNK]|ˈt̪ˠoːkə|ˈeɾʲ|ˈvˠul̻ˠah|ə|ˈçelʲə|ˈeɾʲ|ˈhal̻ˠuː|ˈaˈɣafˠə|ˈfʲau|ˈən̻ˠ|xoːsˠt̪ˠə|ˈhoɾʲ,train/12143355644978501831.wav
ar an dea-uair de ghnáth bíonn iompraíocht tiománaithe laistigh de raon atá réasúnta seasta mar sin feictear seasmhacht réasúnta i sruthanna tráchta agus is féidir iad a léiriú go matamaiticiúil a bheag nó a mhór,ˈeɾʲ|ˈən̻ˠ|ˈdʲaːˈuaɾʲ|ˈd̪ˠe|ˈɣn̻ˠaː|ˈbʲiːn̻ˠ|ˈimˠpˠɾˠiˑəɾˠt̪ˠ|tʲimˠaːn̻ˠiː|ˈl̻ˠaʃtʲiː|ˈd̪ˠe|ˈɾˠiːn̻ˠ|əˈt̪ˠaː|ˈɾˠeːsˠun̻ˠt̪ˠə|ˈʃasˠt̪ˠə|mˠaɾˠ|ˈʃinʲ|fʲectʲəɾˠ|ˈʃasˠvˠaxt̪ˠ|ˈɾˠeːsˠun̻ˠt̪ˠə|ˈi|sˠɾˠuhən̻ˠə|ˈt̪ˠɾˠaɾˠt̪ˠə|ˈəɡəsˠ|ˈisˠ|ˈfʲeːdʲəɾʲ|ˈiad̪ˠ|ə|ˈl̻ʲeːɾʲuː|ˈɡə|ˈmˠat̪ˠəmˠatʲəculʲ|ə|ˈvʲoɡ|ˈn̻ˠoː|ə|ˈvˠoːɾˠ,train/12143990151631258739.wav
nuair a tháinig an t-oifigeach phléasc an t-árasán,ˈn̻ˠuːɾʲ|ə|ˈhaːnʲəɟ|ˈən̻ˠ|[UNK]|ˈfʲlʲeːsˠk|ˈən̻ˠ|t̪ˠaːɾˠəsˠan̻ˠ,train/12146451946643535599.wav
nuair a bhí sé soiléir go raibh go leor teaghlach ag lorg cúnamh dlíthiúil chun troid in aghaidh na ndíbeartha reáchtáladh cruinniú an 20ú márta san ionad dlí pobail east bay le haghaidh iad siúd a bhí buailte ag an gcamscéim tithíochta,ˈn̻ˠuːɾʲ|ə|ˈvʲiː|ˈʃeː|ˈsˠolʲeɾʲ|ˈɡə|ˈɾˠoːvˠ|ˈɡə|ˈl̻ʲoːɾˠ|ˈtʲeːl̻ˠah|ˈeɟ|ˈl̻ˠaɾˠəɡ|ˈkuːn̻ˠuː|ˈdʲlʲiːˈhuːlʲ|ˈxun̻ˠ|ˈt̪ˠɾˠodʲ|ˈinʲ|ˈeːj|ˈn̻ˠə|nʲiːbʲəɾ̥ˠə|ɾʲaːɾˠt̪ˠaːl̻ˠuː|ˈkɾˠin̻ʲuː|ˈən̻ˠ|[UNK]|[UNK]|sˠən̻ˠ|ˈin̻ˠəd̪ˠ|ˈdʲlʲiː|ˈpˠobˠəlʲ|[UNK]|[UNK]|ˈlʲe|ˈheːj|ˈiad̪ˠ|ˈʃuːd̪ˠ|ə|ˈvʲiː|ˈbˠualʲtʲə|ˈeɟ|ˈən̻ˠ|[UNK]|ˈtʲihiˑəɾˠt̪ˠə,train/12147624254037239559.wav
is féidir le scafláil a bheith fíorúil agus fíor i bhfocail eile is cineál scaflála é múinteoir ach is amhlaidh i gcás an fhir bhig fáiscín páipéir in microsoft office,ˈisˠ|ˈfʲeːdʲəɾʲ|ˈlʲe|sˠkafˠl̻ˠalʲ|ə|ˈvʲehʲ|fʲiːɾˠulʲ|ˈəɡəsˠ|ˈfʲiːɾˠ|ˈi|vˠokəlʲ|ˈelʲə|ˈisˠ|ˈcinʲal̻ˠ|sˠkafˠl̻ˠaːl̻ˠə|ˈeː|ˈmˠuːn̻ʲtʲoɾʲ|ˈah|ˈisˠ|ˈaul̻ˠiː|ˈi|ɡaːsˠ|ˈən̻ˠ|iɾʲ|ˈvʲiɟ|ˈfˠaːʃcinʲ|ˈpˠaːpʲeːɾʲ|ˈinʲ|[UNK]|[UNK],train/12155000352400822600.wav
tá gramadach na peirsise réasúnta éasca agus rialta den chuid is mó,ˈt̪ˠaː|ˈɡɾˠamˠəd̪ˠah|ˈn̻ˠə|pʲeɾˠʃiʃə|ˈɾˠeːsˠun̻ˠt̪ˠə|ˈeːsˠkə|ˈəɡəsˠ|ˈɾˠial̻ˠt̪ˠə|ˈdʲənʲ|ˈxidʲ|ˈisˠ|ˈmˠoː,train/12169927167957497042.wav
long frithbhearta in aghaidh mianach den aicme avenger a bhí inti bhí an long ar a slí chun puerto princesa i bpalawan,ˈl̻ˠoŋ|fʲɾʲihʲvʲəɾˠt̪ˠə|ˈinʲ|ˈeːj|ˈmʲian̻ˠah|ˈdʲənʲ|ˈacmʲə|[UNK]|ə|ˈvʲiː|ˈin̻ʲtʲiː|ˈvʲiː|ˈən̻ˠ|ˈl̻ˠoŋ|ˈeɾʲ|ə|ˈʃlʲiː|ˈxun̻ˠ|[UNK]|[UNK]|ˈi|[UNK],train/12173560880701709046.wav
scríobh fluke go raibh roinnt daoine ag iarraidh guth na mban a bhí ag labhairt amach faoi shláinte na mban a mhúchadh ach nár éirigh leo,ˈʃcɾʲiːau|[UNK]|ˈɡə|ˈɾˠoːvˠ|ˈɾˠon̻ʲtʲ|ˈd̪ˠiːnʲiː|ˈeɟ|ˈiaɾˠiː|ˈɡuh|ˈn̻ˠə|ˈmˠan̻ˠ|ə|ˈvʲiː|ˈeɟ|ˈl̻ˠoːɾʲtʲ|əˈmˠah|ˈfˠiː|l̻̊ˠaːnʲtʲə|ˈn̻ˠə|ˈmˠan̻ˠ|ə|vˠuːhuː|ˈah|ˈn̻ˠaːɾˠ|ˈiːɾʲiː|ˈlʲoː,train/12180735496607082428.wav
d'fhógair an nigéir roimhe seo go raibh sé beartaithe aici dul isteach san afcfta sa tseachtain roimh an gcruinniú mullaigh,d̪ˠoːɡəɾʲ|ˈən̻ˠ|[UNK]|ˈɾˠivʲə|ˈʃo|ˈɡə|ˈɾˠoːvˠ|ˈʃeː|ˈbʲaɾˠt̪ˠəhə|ˈeciː|ˈd̪ˠul̻ˠ|iʃˈtʲah|sˠən̻ˠ|[UNK]|ˈsˠə|tʲaɾˠt̪ˠənʲ|ˈɾˠivʲ|ˈən̻ˠ|ˈɡɾˠin̻ʲuː|mˠul̻ˠiː,train/12181338989801392471.wav
tarraingíonn málaí gan duine ina bhfeighil aird ó ghadaithe agus is féidir leo aird a tharraingt leis ó údaráis atá eaglach faoi bhagairtí buamála,t̪ˠaɾˠəɲiːn̻ˠ|ˈmˠaːl̻ˠiː|ˈɡan̻ˠ|ˈd̪ˠinʲə|ˈin̻ˠə|vʲeːlʲ|ˈaːɾʲdʲ|ˈoː|ɣad̪ˠiː|ˈəɡəsˠ|ˈisˠ|ˈfʲeːdʲəɾʲ|ˈlʲoː|ˈaːɾʲdʲ|ə|ˈhaɾˠənʲtʲ|ˈlʲiʃ|ˈoː|uːd̪ˠəɾˠaʃ|əˈt̪ˠaː|ˈaɡl̻ˠah|ˈfˠiː|vˠaɡəɾˠtʲiː|ˈbˠuˑəmˠaːl̻ˠə,train/12182050639040097985.wav
áirítear orthu srianta airgeadais agus toirmeasc ón aontas eorpach ar easpórtáil amhola óna bhfaigheann geilleagar na hiaráine 80% dá ioncam eachtrach,aːɾʲiːtʲəɾˠ|ˈoɾˠhu|ˈsˠɾˠian̻ˠt̪ˠə|ˈaɾʲəɟəd̪ˠəʃ|ˈəɡəsˠ|ˈt̪ˠoɾʲəmʲəsˠk|ˈoːn̻ˠ|[UNK]|[UNK]|ˈeɾʲ|ˈasˠpˠoːɾˠt̪ˠaːlʲ|ˈavˠol̻ˠa|ˈoːn̻ˠə|ˈvˠiːn̻ˠ|ˈɟel̻ʲəɡəɾˠ|ˈn̻ˠə|[UNK]|[UNK]|ˈd̪ˠaː|ˈiŋkəmˠ|ˈaxt̪ˠɾˠah,train/12185246196708942953.wav
thóg na bablónaigh príomhtheampall do gach ceann dá ndéithe agus measadh gurb ansin a bhí cónaí ar an dia,ˈhoːɡ|ˈn̻ˠə|bˠabˠl̻ˠoːn̻ˠiː|[UNK]|ˈd̪ˠə|ˈɡah|ˈcin̻ˠ|ˈd̪ˠaː|nʲeːçə|ˈəɡəsˠ|mʲasˠuː|ˈɡaɾˠəbˠ|ən̻ˠˈʃinʲ|ə|ˈvʲiː|ˈkoːn̻ˠiː|ˈeɾʲ|ˈən̻ˠ|ˈdʲia,train/12192383832079550971.wav
